English,Marathi
That's all you can do.,तू तेवढंच करू शकतेस.
That's all you can do.,तुम्ही तेवढंच करू शकता.
That's all you can do.,तुम्ही तितकंच करू शकता.
"That's good, isn't it?","ते चांगलं आहे, नं?"
That's not a question.,तो प्रश्न नाहीये.
That's not the reason.,ते कारण नाहीये.
That's the difference.,तोच फरक आहे.
That's very important.,ते अतिशय महत्त्वाचं आहे.
That's what you think.,असं तुला वाटतं.
That's what you think.,तसा तुझा विचार आहे.
That's where we'll go.,तिथेच जाऊ आपण.
That's where we'll go.,तिथेच जाऊ आम्ही.
That's why I'm so fat.,म्हणून मी इतका जाडा आहे.
That's why I'm so fat.,म्हणून मी इतकी जाडी आहे.
The Amazon is a river.,अ‍ॅमेझॉन ही एक नदी आहे.
The airplane is ready.,विमान तयार आहे.
The attacker ran away.,हल्लेखोर पळून गेला.
The audience is young.,प्रेक्षक तरूण आहेत.
The baby is screaming.,बाळ किंचाळतंय.
The back door is open.,पाठचा दरवाजा उघडा आहे.
The bed is still warm.,बेड अजूनही गरम आहे.
The birds are singing.,पक्षी गाताहेत.
The boy bought a book.,त्या मुलाने एक पुस्तक विकत घेतलं.
The boy threw a stone.,मुलाने दगड फेकला.
The cake is delicious.,केक स्वादिष्ट आहे.
The clock has stopped.,घड्याळ बंद पडलंय.
The clock has stopped.,घड्याळ थांबलंय.
The coffee was bitter.,कॉफी कडू होती.
The decision is Tom's.,निर्णय टॉमचा आहे.
The dog is biting Tom.,कुत्रा टॉमला चावतोय.
The end came suddenly.,शेवट अचानक आली.
The evidence is clear.,पुरावे साफ आहेत.
The files are missing.,फायली गायब आहेत.
The game got canceled.,गेम रद्द झाला.
The game got canceled.,खेळ रद्द झाला.
The game got canceled.,मॅच रद्द झाली.
The game got canceled.,सामना रद्द झाला.
The gates were closed.,द्वार बंद होते.
The girls were asleep.,मुली झोपलेल्या.
The girls were crying.,मुली रडत होत्या.
The house caught fire.,घराला आग लागली.
The house is too cold.,हे घर खूपच थंड आहे.
The house was on fire.,घराला आग लागली होती.
The kettle is boiling.,किटलीतलं पाणी उकळतंय.
The last card is mine.,शेवटचा पत्ता माझा आहे.
The last card is mine.,शेवटचं कार्ड माझं आहे.
The moon has come out.,चंद्र बाहेर आला आहे.
